Program Kodu,Kurum Adı,Ünvanı,Kadro Detayları,İl,Kontenjan,Boş Kontenjan,Min Puan,Max Puan
301019271,T.C.Devlet Demiryolları İşletmesi Genel Müdürlüğü ,Mütercim,"4083Aşağıdaki lisans programlarından birinden mezun olmak.1400 - İngilizce Mütercim ve Tercümanlık1402 - İngilizce, Fransızca Mütercim ve Tercümanlık1420 - Çeviribilimi (İngilizce)3272 - Mütercim Tercümanlık / Mütercim-Tercümanlık8202 - Çeviribilim (İngilizce) / Çeviribilim8242 - Mütercim-Tercümanlık (İng-Fra-Türkçe)8290 - Mütercim-Tercümanlık (İngilizce)9236 - Mütercim-Tercümanlık (Türkçe-Almanca-İngilizce)9511 - Mütercim Tercümanlık (İngilizce/Fransızca)9585 - Mütercim-Tercümanlık (Türkiye Türkçesi-İngilizce)7327(Bakınız Başvurma Özel Şartları Bölümü TCDD Genel Müdürlüğü).",Ankara,1,,83.838,83.838
301020202,Türkiye Elektrik İletim A.Ş. Genel Müdürlüğü ,Mühendis,4689Aşağıdaki lisans programlarından birinden mezun olmak.3233 - Jeodezi ve Fotogrametri Mühendisliği8324 - Harita Mühendisliği9034 - Geomatik Mühendisliği9572 - Jeodezi ve Haritacılık Mühendisliği7247Tehlikeli Ve Çok Tehlikeli İşlerde Çalışmasına Engel Bir Durumu Bulunmamak7257Seyahate ve Arazide Çalışmaya Elverişli olmak.,Adana,1,,83.782,83.782
301019586,Tarım İşletmeleri Genel Müdürlüğü ,Veteriner,4607Aşağıdaki lisans programlarından birinden mezun olmak.6373 - Veteriner,Iğdır,1,,83.779,83.779
301021119,Ulaştırma ve Altyapı Bakanlığı ,Mühendis,4689Aşağıdaki lisans programlarından birinden mezun olmak.3233 - Jeodezi ve Fotogrametri Mühendisliği8324 - Harita Mühendisliği9034 - Geomatik Mühendisliği9572 - Jeodezi ve Haritacılık Mühendisliği,Bursa,1,,83.777,83.777
301019663,Toprak Mahsulleri Ofisi Genel Müdürlüğü ,Mühendis,4845Aşağıdaki lisans programlarından birinden mezun olmak.3385 - Tarla Bitkileri3386 - Toprak4212 - Bahçe ve Tarla Bitkileri4370 - Toprak Bilimi ve Tarım Kimyası6131 - Bitkisel Üretim8147 - Bahçe Bitkileri8158 - Bitki Koruma8220 - Kültür Bitkileri Üretimi ve Pazarlaması9048 - Toprak Bilimi ve Bitki Besleme9190 - Bahçe Bitkileri Üretimi ve Pazarlaması9269 - Bitkisel Üretim ve Teknolojileri9548 - Bahçe Koruma7324(Bakınız Başvurma Özel Şartları Bölümü Toprak Mahsulleri Ofisi Genel Müdürlüğü).,Edirne,1,,83.771,83.771
301017136,Eti Maden İşletmeleri Genel Müdürlüğü ,Mühendis,4679Aşağıdaki lisans programlarından birinden mezun olmak.3251 - Maden Mühendisliği9390 - Maden ve Cevher Hazırlama Mühendisliği,Balıkesir,1,,83.745,83.745
301016464,Devlet Hava Meydanları İşletmesi Genel Müdürlüğü ,Programcı,"4515Aşağıdaki lisans programlarından birinden mezun olmak.3257 - Matematik Mühendisliği4517Aşağıdaki lisans programlarından birinden mezun olmak.4395 - Uygulamalı Matematik5107 - Finans Matematiği6256 - Matematik4519Aşağıdaki lisans programlarından birinden mezun olmak.3370 - Matematik Öğretmenliği4524Aşağıdaki lisans programlarından birinden mezun olmak.3224 - İstatistik ve Bilgisayar Bilimleri4525Aşağıdaki lisans programlarından birinden mezun olmak.3223 - İstatistik8229 - Matematik ve İstatistik4528Aşağıdaki lisans programlarından birinden mezun olmak.9362 - Matematik ve Bilgisayar (Öğretmenlik)4529Aşağıdaki lisans programlarından birinden mezun olmak.3123 - Bilgisayar8143 - Bilgisayar Bilimi / Bilgisayar Bilimleri4532Aşağıdaki lisans programlarından birinden mezun olmak.4220 - Bilgisayar Sistemleri ve Ağları4535Aşağıdaki lisans programlarından birinden mezun olmak.3128 - Bilgisayar ve Kontrol Öğretmenliği3129 - Bilgisayar ve Öğretim Teknolojileri Öğretmenliği8152 - Bilgisayar Teknolojisi Öğretmenliği8310 - Bilgisayar ve Öğretim Teknolojileri Öğretimi8347 - Kontrol Öğretmenliği9150 - Bilgisayar ve Öğretim Teknolojileri Eğitimi4536Aşağıdaki lisans programlarından birinden mezun olmak.3125 - Bilgisayar Öğretmenliği3126 - Bilgisayar Sistemleri Öğretmenliği4537Aşağıdaki lisans programlarından birinden mezun olmak.8309 - Bilgisayar Donanımı ve Teknolojisi4538Aşağıdaki lisans programlarından birinden mezun olmak.1238 - Bilgi Güvenliği Teknolojisi4539Aşağıdaki lisans programlarından birinden mezun olmak.3127 - Bilgisayar Teknolojisi ve Bilişim Sistemleri3130 - Bilişim Sistemleri ve Teknolojileri3174 - Enformatik / Enformatik (Almanca)6173 - Enformasyon Teknolojileri8125 - Bilgisayar Teknolojisi Bölümü8151 - Bilgisayar Sistemleri ve Teknolojileri8154 - Bilgisayar ve Enformasyon Sistemleri8155 - Bilgisayar ve Enformatik / Bilgisayar-Enformatik8308 - Bilgi Teknolojileri9364 - Bilişim Teknolojileri4541Aşağıdaki lisans programlarından birinden mezun olmak.1128 - Yazılım Geliştirme7113Son 5 Yıl İçerisinde KPDS/YDS En Az D Seviyesinde İngilizce Bilmek.7271Java ve J2EE bildiğini belgelemek.7284MS Visual Studio.Net(ASP.NET,C#) Platformunda WEB TABANLI YAZILIM Geliştirme Konusunda Bilgi Sahibi Olduğunu
veya Bu Konuda Çalışma Yaptığını Belgelemek.7322(Bakınız Başvurma Özel Şartları Bölümü Devlet Hava Meydanları İşletmesi Genel Müdürlüğü).",Ankara,1,,83.739,83.739
301016744,Elektrik Üretim A.Ş. Genel Müdürlüğü ,Memur,4421Aşağıdaki lisans programlarından birinden mezun olmak.3159 - Ekonomi3213 - İktisat4386 - Uluslararası Ekonomi5106 - Ekonomi-Yönetim Bilimleri Programları8208 - İş İdaresi ve İktisat9113 - Ekonomi Politik ve Toplum Felsefesi9221 - Ekonomi ve İdari Bilimler / Ekonomi ve İdari Bilimler Programları4427Aşağıdaki lisans programlarından birinden mezun olmak.3158 - Ekonometri9359 - Finansal Ekonometri4429Aşağıdaki lisans programlarından birinden mezun olmak.3141 - Çalışma Ekonomisi ve Endüstri İlişkileri8312 - Çalışma Ekonomisi4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe4503Aşağıdaki lisans programlarından birinden mezun olmak.3237 - Kamu Yönetimi3313 - Siyaset Bilimi3314 - Siyaset Bilimi ve Kamu Yönetimi4507Aşağıdaki lisans programlarından birinden mezun olmak.3115 - Avrupa Birliği İlişkileri3313 - Siyaset Bilimi3315 - Siyaset Bilimi ve Uluslararası İlişkiler3352 - Uluslararası İlişkiler3353 - Uluslararası İlişkiler ve Avrupa Birliği4389 - Uluslararası İlişkiler ve Avrupa Çalışmaları5116 - Küresel ve Uluslararası İlişkiler / Küresel Siyaset ve Uluslararası İlişkiler5142 - Toplumsal ve Siyasal Bilimler9506 - Uluslararası İlişkiler ve Deniz Güvenliği9791 - Uluslararası Çalışmalar,Tekirdağ,3,,83.718,84.125
301016149,Devlet Demiryolları Taşımacılık A.Ş Genel Müdürlüğü ,Memur,4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik7368(Bakınız Başvurma Özel Şartları Bölümü T.C. Devlet Demiryolları Taşımacılık A.Ş. Genel Müdürlüğü),Ankara,1,,83.699,83.699
301018137,Helal Akreditasyon Kurumu ,Veri Hazırlama ve Kontrol İşletmeni,4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe6225M.E.B.'Dan Onaylı Bilgisayar İşletmeni Sertifikası Sahibi olmak.,Ankara,1,,83.690,83.690
301019705,Toprak Mahsulleri Ofisi Genel Müdürlüğü ,Mühendis,4845Aşağıdaki lisans programlarından birinden mezun olmak.3385 - Tarla Bitkileri3386 - Toprak4212 - Bahçe ve Tarla Bitkileri4370 - Toprak Bilimi ve Tarım Kimyası6131 - Bitkisel Üretim8147 - Bahçe Bitkileri8158 - Bitki Koruma8220 - Kültür Bitkileri Üretimi ve Pazarlaması9048 - Toprak Bilimi ve Bitki Besleme9190 - Bahçe Bitkileri Üretimi ve Pazarlaması9269 - Bitkisel Üretim ve Teknolojileri9548 - Bahçe Koruma7324(Bakınız Başvurma Özel Şartları Bölümü Toprak Mahsulleri Ofisi Genel Müdürlüğü).,Tekirdağ,1,,83.667,83.667
301017031,Et ve Süt Kurumu Genel Müdürlüğü ,Memur,4426Aşağıdaki lisans programlarından birinden mezun olmak.5105 - Ekonomi ve Finans6229 - İşletme-Ekonomi / İşletme-İktisat4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik,Erzincan,1,,83.585,83.585
301016366,Devlet Demiryolları Taşımacılık A.Ş Genel Müdürlüğü ,Mühendis,4492Aşağıdaki lisans programlarından birinden mezun olmak.9268 - Raylı Sistemler Mühendisliği7163C Sınıfı İş Güvenliği Uzmanı belgesine sahip olmak.7368(Bakınız Başvurma Özel Şartları Bölümü T.C. Devlet Demiryolları Taşımacılık A.Ş. Genel Müdürlüğü),İzmir,1,,83.570,83.570
301015729,Afet ve Acil Durum Yönetimi Başkanlığı ,Satınalma Memuru,4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe,Edirne,1,,83.563,83.563
301016653,Elektrik Üretim A.Ş. Genel Müdürlüğü ,Memur,4421Aşağıdaki lisans programlarından birinden mezun olmak.3159 - Ekonomi3213 - İktisat4386 - Uluslararası Ekonomi5106 - Ekonomi-Yönetim Bilimleri Programları8208 - İş İdaresi ve İktisat9113 - Ekonomi Politik ve Toplum Felsefesi9221 - Ekonomi ve İdari Bilimler / Ekonomi ve İdari Bilimler Programları4427Aşağıdaki lisans programlarından birinden mezun olmak.3158 - Ekonometri9359 - Finansal Ekonometri4429Aşağıdaki lisans programlarından birinden mezun olmak.3141 - Çalışma Ekonomisi ve Endüstri İlişkileri8312 - Çalışma Ekonomisi4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe4503Aşağıdaki lisans programlarından birinden mezun olmak.3237 - Kamu Yönetimi3313 - Siyaset Bilimi3314 - Siyaset Bilimi ve Kamu Yönetimi4507Aşağıdaki lisans programlarından birinden mezun olmak.3115 - Avrupa Birliği İlişkileri3313 - Siyaset Bilimi3315 - Siyaset Bilimi ve Uluslararası İlişkiler3352 - Uluslararası İlişkiler3353 - Uluslararası İlişkiler ve Avrupa Birliği4389 - Uluslararası İlişkiler ve Avrupa Çalışmaları5116 - Küresel ve Uluslararası İlişkiler / Küresel Siyaset ve Uluslararası İlişkiler5142 - Toplumsal ve Siyasal Bilimler9506 - Uluslararası İlişkiler ve Deniz Güvenliği9791 - Uluslararası Çalışmalar,Eskişehir,3,,83.498,84.559
301018648,Sivil Havacılık Genel Müdürlüğü ,Mühendis,4714Aşağıdaki lisans programlarından birinden mezun olmak.3350 - Uçak Mühendisliği,Ankara,1,,83.493,83.493
301018382,Meteoroloji Genel Müdürlüğü ,Mühendis,4683Aşağıdaki lisans programlarından birinden mezun olmak.6262 - Meteoroloji Mühendisliği,Gaziantep,1,,83.414,83.414
301018508,Recep Tayyip Erdoğan Üniversitesi ,Büro Personeli,4003Aşağıdaki lisans programlarından birinden mezun olmak.3342 - Türk Dili ve Edebiyatı4426Aşağıdaki lisans programlarından birinden mezun olmak.5105 - Ekonomi ve Finans6229 - İşletme-Ekonomi / İşletme-İktisat4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4453Aşağıdaki lisans programlarından birinden mezun olmak.3268 - Muhasebe3269 - Muhasebe Bilgi Sistemleri3381 - Muhasebe ve Finansman4322 - Muhasebe ve Maliye5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi9115 - Muhasebe ve Denetim9262 - Finans ve Muhasebe9308 - İşletme-Muhasebe ve Denetim4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe4503Aşağıdaki lisans programlarından birinden mezun olmak.3237 - Kamu Yönetimi3313 - Siyaset Bilimi3314 - Siyaset Bilimi ve Kamu Yönetimi,Rize,7,,83.398,84.890
301020377,Türkiye Elektrik İletim A.Ş. Genel Müdürlüğü ,Mühendis,4689Aşağıdaki lisans programlarından birinden mezun olmak.3233 - Jeodezi ve Fotogrametri Mühendisliği8324 - Harita Mühendisliği9034 - Geomatik Mühendisliği9572 - Jeodezi ve Haritacılık Mühendisliği7247Tehlikeli Ve Çok Tehlikeli İşlerde Çalışmasına Engel Bir Durumu Bulunmamak7257Seyahate ve Arazide Çalışmaya Elverişli olmak.,Denizli,1,,83.366,83.366
301016688,Elektrik Üretim A.Ş. Genel Müdürlüğü ,Memur,4421Aşağıdaki lisans programlarından birinden mezun olmak.3159 - Ekonomi3213 - İktisat4386 - Uluslararası Ekonomi5106 - Ekonomi-Yönetim Bilimleri Programları8208 - İş İdaresi ve İktisat9113 - Ekonomi Politik ve Toplum Felsefesi9221 - Ekonomi ve İdari Bilimler / Ekonomi ve İdari Bilimler Programları4427Aşağıdaki lisans programlarından birinden mezun olmak.3158 - Ekonometri9359 - Finansal Ekonometri4429Aşağıdaki lisans programlarından birinden mezun olmak.3141 - Çalışma Ekonomisi ve Endüstri İlişkileri8312 - Çalışma Ekonomisi4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe4503Aşağıdaki lisans programlarından birinden mezun olmak.3237 - Kamu Yönetimi3313 - Siyaset Bilimi3314 - Siyaset Bilimi ve Kamu Yönetimi4507Aşağıdaki lisans programlarından birinden mezun olmak.3115 - Avrupa Birliği İlişkileri3313 - Siyaset Bilimi3315 - Siyaset Bilimi ve Uluslararası İlişkiler3352 - Uluslararası İlişkiler3353 - Uluslararası İlişkiler ve Avrupa Birliği4389 - Uluslararası İlişkiler ve Avrupa Çalışmaları5116 - Küresel ve Uluslararası İlişkiler / Küresel Siyaset ve Uluslararası İlişkiler5142 - Toplumsal ve Siyasal Bilimler9506 - Uluslararası İlişkiler ve Deniz Güvenliği9791 - Uluslararası Çalışmalar,Manisa,2,,83.348,83.752
301019747,Türk Tarih Kurumu Başkanlığı ,Kütüphaneci,4099Aşağıdaki lisans programlarından birinden mezun olmak.3113 - Arşivcilik3153 - Dokümantasyon ve Enformasyon3248 - Kütüphanecilik4309 - Kütüphanecilik ve Bilgi Çalışmaları8144 - Bilgi ve Belge Yönetimi,Ankara,1,,83.346,83.346
301016058,Çorum İl Özel İdaresi ,Mühendis,4685Aşağıdaki lisans programlarından birinden mezun olmak.3206 - Hidrojeoloji Mühendisliği4334 - Petrol ve Doğalgaz Jeolojisi6235 - Jeoloji Mühendisliği,Çorum,1,,83.313,83.313
301019740,Türk Tarih Kurumu Başkanlığı ,Bilgisayar İşletmeni,4426Aşağıdaki lisans programlarından birinden mezun olmak.5105 - Ekonomi ve Finans6229 - İşletme-Ekonomi / İşletme-İktisat4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe6225M.E.B.'Dan Onaylı Bilgisayar İşletmeni Sertifikası Sahibi olmak.,Ankara,1,,83.205,83.205
301016716,Elektrik Üretim A.Ş. Genel Müdürlüğü ,Memur,4421Aşağıdaki lisans programlarından birinden mezun olmak.3159 - Ekonomi3213 - İktisat4386 - Uluslararası Ekonomi5106 - Ekonomi-Yönetim Bilimleri Programları8208 - İş İdaresi ve İktisat9113 - Ekonomi Politik ve Toplum Felsefesi9221 - Ekonomi ve İdari Bilimler / Ekonomi ve İdari Bilimler Programları4427Aşağıdaki lisans programlarından birinden mezun olmak.3158 - Ekonometri9359 - Finansal Ekonometri4429Aşağıdaki lisans programlarından birinden mezun olmak.3141 - Çalışma Ekonomisi ve Endüstri İlişkileri8312 - Çalışma Ekonomisi4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe4503Aşağıdaki lisans programlarından birinden mezun olmak.3237 - Kamu Yönetimi3313 - Siyaset Bilimi3314 - Siyaset Bilimi ve Kamu Yönetimi4507Aşağıdaki lisans programlarından birinden mezun olmak.3115 - Avrupa Birliği İlişkileri3313 - Siyaset Bilimi3315 - Siyaset Bilimi ve Uluslararası İlişkiler3352 - Uluslararası İlişkiler3353 - Uluslararası İlişkiler ve Avrupa Birliği4389 - Uluslararası İlişkiler ve Avrupa Çalışmaları5116 - Küresel ve Uluslararası İlişkiler / Küresel Siyaset ve Uluslararası İlişkiler5142 - Toplumsal ve Siyasal Bilimler9506 - Uluslararası İlişkiler ve Deniz Güvenliği9791 - Uluslararası Çalışmalar,Osmaniye,3,,83.191,84.140
301018753,Sosyal Güvenlik Kurumu Başkanlığı ,İcra Memuru,4421Aşağıdaki lisans programlarından birinden mezun olmak.3159 - Ekonomi3213 - İktisat4386 - Uluslararası Ekonomi5106 - Ekonomi-Yönetim Bilimleri Programları8208 - İş İdaresi ve İktisat9113 - Ekonomi Politik ve Toplum Felsefesi9221 - Ekonomi ve İdari Bilimler / Ekonomi ve İdari Bilimler Programları4427Aşağıdaki lisans programlarından birinden mezun olmak.3158 - Ekonometri9359 - Finansal Ekonometri4429Aşağıdaki lisans programlarından birinden mezun olmak.3141 - Çalışma Ekonomisi ve Endüstri İlişkileri8312 - Çalışma Ekonomisi4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe4503Aşağıdaki lisans programlarından birinden mezun olmak.3237 - Kamu Yönetimi3313 - Siyaset Bilimi3314 - Siyaset Bilimi ve Kamu Yönetimi7315(Bakınız Başvurma Özel Şartları Bölümü İcra Memuru),Yalova,1,,83.176,83.176
301020650,Türkiye Elektrik İletim A.Ş. Genel Müdürlüğü ,Mühendis,4689Aşağıdaki lisans programlarından birinden mezun olmak.3233 - Jeodezi ve Fotogrametri Mühendisliği8324 - Harita Mühendisliği9034 - Geomatik Mühendisliği9572 - Jeodezi ve Haritacılık Mühendisliği7247Tehlikeli Ve Çok Tehlikeli İşlerde Çalışmasına Engel Bir Durumu Bulunmamak7257Seyahate ve Arazide Çalışmaya Elverişli olmak.,Van,1,,83.085,83.085
301020867,Türkiye Yazma Eserler Kurumu Başkanlığı ,Kütüphaneci,4099Aşağıdaki lisans programlarından birinden mezun olmak.3113 - Arşivcilik3153 - Dokümantasyon ve Enformasyon3248 - Kütüphanecilik4309 - Kütüphanecilik ve Bilgi Çalışmaları8144 - Bilgi ve Belge Yönetimi,Çorum,1,,83.064,83.064
301019026,T.C.Devlet Demiryolları İşletmesi Genel Müdürlüğü ,Memur,4421Aşağıdaki lisans programlarından birinden mezun olmak.3159 - Ekonomi3213 - İktisat4386 - Uluslararası Ekonomi5106 - Ekonomi-Yönetim Bilimleri Programları8208 - İş İdaresi ve İktisat9113 - Ekonomi Politik ve Toplum Felsefesi9221 - Ekonomi ve İdari Bilimler / Ekonomi ve İdari Bilimler Programları4426Aşağıdaki lisans programlarından birinden mezun olmak.5105 - Ekonomi ve Finans6229 - İşletme-Ekonomi / İşletme-İktisat4429Aşağıdaki lisans programlarından birinden mezun olmak.3141 - Çalışma Ekonomisi ve Endüstri İlişkileri8312 - Çalışma Ekonomisi4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4453Aşağıdaki lisans programlarından birinden mezun olmak.3268 - Muhasebe3269 - Muhasebe Bilgi Sistemleri3381 - Muhasebe ve Finansman4322 - Muhasebe ve Maliye5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi9115 - Muhasebe ve Denetim9262 - Finans ve Muhasebe9308 - İşletme-Muhasebe ve Denetim4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe4503Aşağıdaki lisans programlarından birinden mezun olmak.3237 - Kamu Yönetimi3313 - Siyaset Bilimi3314 - Siyaset Bilimi ve Kamu Yönetimi7327(Bakınız Başvurma Özel Şartları Bölümü TCDD Genel Müdürlüğü).,Ankara,12,,83.041,88.852
301017066,Eti Maden İşletmeleri Genel Müdürlüğü ,Memur,4429Aşağıdaki lisans programlarından birinden mezun olmak.3141 - Çalışma Ekonomisi ve Endüstri İlişkileri8312 - Çalışma Ekonomisi,Balıkesir,1,,83.035,83.035
301018690,Sosyal Güvenlik Kurumu Başkanlığı ,İcra Memuru,4421Aşağıdaki lisans programlarından birinden mezun olmak.3159 - Ekonomi3213 - İktisat4386 - Uluslararası Ekonomi5106 - Ekonomi-Yönetim Bilimleri Programları8208 - İş İdaresi ve İktisat9113 - Ekonomi Politik ve Toplum Felsefesi9221 - Ekonomi ve İdari Bilimler / Ekonomi ve İdari Bilimler Programları4427Aşağıdaki lisans programlarından birinden mezun olmak.3158 - Ekonometri9359 - Finansal Ekonometri4429Aşağıdaki lisans programlarından birinden mezun olmak.3141 - Çalışma Ekonomisi ve Endüstri İlişkileri8312 - Çalışma Ekonomisi4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe4503Aşağıdaki lisans programlarından birinden mezun olmak.3237 - Kamu Yönetimi3313 - Siyaset Bilimi3314 - Siyaset Bilimi ve Kamu Yönetimi7315(Bakınız Başvurma Özel Şartları Bölümü İcra Memuru),İstanbul,4,,83.021,87.618
301021168,Ulaştırma ve Altyapı Bakanlığı ,Mühendis,4689Aşağıdaki lisans programlarından birinden mezun olmak.3233 - Jeodezi ve Fotogrametri Mühendisliği8324 - Harita Mühendisliği9034 - Geomatik Mühendisliği9572 - Jeodezi ve Haritacılık Mühendisliği,Trabzon,1,,83.021,83.021
301021091,Ulaştırma ve Altyapı Bakanlığı ,Mühendis,4714Aşağıdaki lisans programlarından birinden mezun olmak.3350 - Uçak Mühendisliği,Ankara,1,,83.010,83.010
