Program Kodu,Kurum Adı,Ünvanı,Kadro Detayları,İl,Kontenjan,Boş Kontenjan,Min Puan,Max Puan
301015925,Bartın Belediye Başkanlığı ,Avukat,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Bartın,1,,91.159,91.159
301017311,Gelir İdaresi Başkanlığı ,Avukat,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Bitlis,1,,91.149,91.149
301017920,Hazine ve Maliye Bakanlığı ,Hazine Avukatı,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7326(Bakınız Başvurma Özel Şartları Bölümü Maliye Bakanlığı).7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Kars,2,,91.136,91.239
301015967,Bayburt Üniversitesi ,Avukat,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Bayburt,2,,91.094,91.324
301017773,Hazine ve Maliye Bakanlığı ,Hazine Avukatı,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7326(Bakınız Başvurma Özel Şartları Bölümü Maliye Bakanlığı).7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Bitlis,3,,91.089,91.528
301020552,Türkiye Elektrik İletim A.Ş. Genel Müdürlüğü ,Mühendis,4611Aşağıdaki lisans programlarından birinden mezun olmak.3160 - Elektrik Mühendisliği3162 - Elektrik ve Elektronik Mühendisliği / Elektrik-Elektronik Mühendisliği7247Tehlikeli Ve Çok Tehlikeli İşlerde Çalışmasına Engel Bir Durumu Bulunmamak7257Seyahate ve Arazide Çalışmaya Elverişli olmak.,Kayseri,2,,91.078,95.421
301019803,Türkiye Elektrik Dağıtım A.Ş. Genel Müdürlüğü ,Avukat,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7257Seyahate ve Arazide Çalışmaya Elverişli olmak.7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Erzurum,1,,91.070,91.070
301017556,Gelir İdaresi Başkanlığı ,Avukat,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Tunceli,1,,91.057,91.057
301017262,Gelir İdaresi Başkanlığı ,Avukat,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Ardahan,1,,91.053,91.053
301016023,Bitlis Eren Üniversitesi ,Diyetisyen,4797Aşağıdaki lisans programlarından birinden mezun olmak.3122 - Beslenme ve Diyetetik,Bitlis,1,,91.051,91.051
301017521,Gelir İdaresi Başkanlığı ,Avukat,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Siirt,1,,91.047,91.047
301018501,Orta Doğu Teknik Üniversitesi ,Büro Personeli,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk,Ankara,1,,91.028,91.028
301015932,Bartın İl Özel İdaresi ,Avukat,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Bartın,1,,91.011,91.011
301017717,Hazine ve Maliye Bakanlığı ,Hazine Avukatı,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7326(Bakınız Başvurma Özel Şartları Bölümü Maliye Bakanlığı).7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Ardahan,2,,91.011,91.070
301019978,Türkiye Elektrik Dağıtım A.Ş. Genel Müdürlüğü ,Mühendis,4611Aşağıdaki lisans programlarından birinden mezun olmak.3160 - Elektrik Mühendisliği3162 - Elektrik ve Elektronik Mühendisliği / Elektrik-Elektronik Mühendisliği7257Seyahate ve Arazide Çalışmaya Elverişli olmak.,Samsun,1,,91.000,91.000
301017675,Hazine ve Maliye Bakanlığı ,Hazine Avukatı,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7326(Bakınız Başvurma Özel Şartları Bölümü Maliye Bakanlığı).7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Ağrı,1,,90.992,90.992
301017871,Hazine ve Maliye Bakanlığı ,Hazine Avukatı,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7326(Bakınız Başvurma Özel Şartları Bölümü Maliye Bakanlığı).7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Hakkari,2,,90.926,90.963
301017542,Gelir İdaresi Başkanlığı ,Avukat,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Şırnak,1,,90.909,90.909
301018074,Hazine ve Maliye Bakanlığı ,Hazine Avukatı,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7326(Bakınız Başvurma Özel Şartları Bölümü Maliye Bakanlığı).7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Şırnak,2,,90.905,90.918
301018459,Muş İl Özel İdaresi ,Mühendis,4669Aşağıdaki lisans programlarından birinden mezun olmak.3221 - İnşaat Mühendisliği6506B sınıfı sürücü belgesine sahip olmak7257Seyahate ve Arazide Çalışmaya Elverişli olmak.,Muş,2,,90.886,92.165
301019166,T.C.Devlet Demiryolları İşletmesi Genel Müdürlüğü ,Mühendis,4689Aşağıdaki lisans programlarından birinden mezun olmak.3233 - Jeodezi ve Fotogrametri Mühendisliği8324 - Harita Mühendisliği9034 - Geomatik Mühendisliği9572 - Jeodezi ve Haritacılık Mühendisliği7257Seyahate ve Arazide Çalışmaya Elverişli olmak.7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7327(Bakınız Başvurma Özel Şartları Bölümü TCDD Genel Müdürlüğü).,Ankara,1,,90.871,90.871
301016940,Elektrik Üretim A.Ş. Genel Müdürlüğü ,Mühendis,4639Aşağıdaki lisans programlarından birinden mezun olmak.3252 - Makine Mühendisliği4314 - Makine ve İmalat Mühendisliği4315 - Makine ve Üretim Mühendisliği9441 - Makine ve Malzeme Mühendisliği,Osmaniye,1,,90.860,90.860
301020510,Türkiye Elektrik İletim A.Ş. Genel Müdürlüğü ,Mühendis,4611Aşağıdaki lisans programlarından birinden mezun olmak.3160 - Elektrik Mühendisliği3162 - Elektrik ve Elektronik Mühendisliği / Elektrik-Elektronik Mühendisliği7247Tehlikeli Ve Çok Tehlikeli İşlerde Çalışmasına Engel Bir Durumu Bulunmamak7257Seyahate ve Arazide Çalışmaya Elverişli olmak.,İstanbul,1,,90.852,90.852
301018186,İnönü Üniversitesi ,Büro Personeli,4001Herhangi bir lisans programından mezun olmak.,Malatya,6,,90.846,91.803
301017598,Göksun Belediye Başkanlığı ,Mühendis,4669Aşağıdaki lisans programlarından birinden mezun olmak.3221 - İnşaat Mühendisliği,Kahramanmaraş,1,,90.826,90.826
301018067,Hazine ve Maliye Bakanlığı ,Hazine Avukatı,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7326(Bakınız Başvurma Özel Şartları Bölümü Maliye Bakanlığı).7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Şırnak,2,,90.818,91.327
301017864,Hazine ve Maliye Bakanlığı ,Hazine Avukatı,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7326(Bakınız Başvurma Özel Şartları Bölümü Maliye Bakanlığı).7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Hakkari,1,,90.784,90.784
301017633,Hakkari Belediye Başkanlığı ,Mimar,4747Aşağıdaki lisans programlarından birinden mezun olmak.3263 - Mimarlık7257Seyahate ve Arazide Çalışmaya Elverişli olmak.,Hakkari,1,,90.780,90.780
301018669,Sosyal Güvenlik Kurumu Başkanlığı ,İcra Memuru,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk4421Aşağıdaki lisans programlarından birinden mezun olmak.3159 - Ekonomi3213 - İktisat4386 - Uluslararası Ekonomi5106 - Ekonomi-Yönetim Bilimleri Programları8208 - İş İdaresi ve İktisat9113 - Ekonomi Politik ve Toplum Felsefesi9221 - Ekonomi ve İdari Bilimler / Ekonomi ve İdari Bilimler Programları4427Aşağıdaki lisans programlarından birinden mezun olmak.3158 - Ekonometri9359 - Finansal Ekonometri4429Aşağıdaki lisans programlarından birinden mezun olmak.3141 - Çalışma Ekonomisi ve Endüstri İlişkileri8312 - Çalışma Ekonomisi4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe4503Aşağıdaki lisans programlarından birinden mezun olmak.3237 - Kamu Yönetimi3313 - Siyaset Bilimi3314 - Siyaset Bilimi ve Kamu Yönetimi7315(Bakınız Başvurma Özel Şartları Bölümü İcra Memuru),Ankara,3,,90.746,90.759
301021056,Ulaştırma ve Altyapı Bakanlığı ,Mühendis,4629Aşağıdaki lisans programlarından birinden mezun olmak.5119 - Mekatronik Mühendisliği9374 - Mekatronik Sistemler Mühendisliği,Ankara,1,,90.746,90.746
301017052,Et ve Süt Kurumu Genel Müdürlüğü ,Veteriner,4607Aşağıdaki lisans programlarından birinden mezun olmak.6373 - Veteriner,Trabzon,1,,90.717,90.717
301017388,Gelir İdaresi Başkanlığı ,Avukat,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk7205Avukatlık Ruhsatı Sahibi olmak.7361(Bakınız Başvurma Özel Şartları Bölümü Avukat).,Hakkari,1,,90.696,90.696
301018263,Kars İl Özel İdaresi ,Mühendis,4669Aşağıdaki lisans programlarından birinden mezun olmak.3221 - İnşaat Mühendisliği,Kars,4,,90.674,91.221
301020489,Türkiye Elektrik İletim A.Ş. Genel Müdürlüğü ,Mühendis,4611Aşağıdaki lisans programlarından birinden mezun olmak.3160 - Elektrik Mühendisliği3162 - Elektrik ve Elektronik Mühendisliği / Elektrik-Elektronik Mühendisliği7247Tehlikeli Ve Çok Tehlikeli İşlerde Çalışmasına Engel Bir Durumu Bulunmamak7257Seyahate ve Arazide Çalışmaya Elverişli olmak.,İstanbul,1,,90.623,90.623
301018732,Sosyal Güvenlik Kurumu Başkanlığı ,İcra Memuru,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk4421Aşağıdaki lisans programlarından birinden mezun olmak.3159 - Ekonomi3213 - İktisat4386 - Uluslararası Ekonomi5106 - Ekonomi-Yönetim Bilimleri Programları8208 - İş İdaresi ve İktisat9113 - Ekonomi Politik ve Toplum Felsefesi9221 - Ekonomi ve İdari Bilimler / Ekonomi ve İdari Bilimler Programları4427Aşağıdaki lisans programlarından birinden mezun olmak.3158 - Ekonometri9359 - Finansal Ekonometri4429Aşağıdaki lisans programlarından birinden mezun olmak.3141 - Çalışma Ekonomisi ve Endüstri İlişkileri8312 - Çalışma Ekonomisi4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe4503Aşağıdaki lisans programlarından birinden mezun olmak.3237 - Kamu Yönetimi3313 - Siyaset Bilimi3314 - Siyaset Bilimi ve Kamu Yönetimi7315(Bakınız Başvurma Özel Şartları Bölümü İcra Memuru),Tekirdağ,1,,90.611,90.611
301016079,Darphane ve Damga Matbaası Genel Müdürlüğü ,Mühendis,4639Aşağıdaki lisans programlarından birinden mezun olmak.3252 - Makine Mühendisliği4314 - Makine ve İmalat Mühendisliği4315 - Makine ve Üretim Mühendisliği9441 - Makine ve Malzeme Mühendisliği,İstanbul,1,,90.536,90.536
301016569,Doğu Karadeniz Projesi Bölge Kalkınma İdaresi Başkanlığı ,Mühendis,4703Aşağıdaki lisans programlarından birinden mezun olmak.3168 - Endüstri Mühendisliği3311 - Sistem Mühendisliği5114 - İmalat Mühendisliği5132 - Üretim Mühendisliği5140 - Üretim Sistemleri Mühendisliği8318 - Endüstri Sistemleri Mühendisliği9321 - Endüstri ve Sistem Mühendisliği,Giresun,1,,90.490,90.490
301019222,T.C.Devlet Demiryolları İşletmesi Genel Müdürlüğü ,Mühendis,4611Aşağıdaki lisans programlarından birinden mezun olmak.3160 - Elektrik Mühendisliği3162 - Elektrik ve Elektronik Mühendisliği / Elektrik-Elektronik Mühendisliği7257Seyahate ve Arazide Çalışmaya Elverişli olmak.7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7327(Bakınız Başvurma Özel Şartları Bölümü TCDD Genel Müdürlüğü).,İstanbul,1,,90.475,90.475
301018746,Sosyal Güvenlik Kurumu Başkanlığı ,İcra Memuru,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk4421Aşağıdaki lisans programlarından birinden mezun olmak.3159 - Ekonomi3213 - İktisat4386 - Uluslararası Ekonomi5106 - Ekonomi-Yönetim Bilimleri Programları8208 - İş İdaresi ve İktisat9113 - Ekonomi Politik ve Toplum Felsefesi9221 - Ekonomi ve İdari Bilimler / Ekonomi ve İdari Bilimler Programları4427Aşağıdaki lisans programlarından birinden mezun olmak.3158 - Ekonometri9359 - Finansal Ekonometri4429Aşağıdaki lisans programlarından birinden mezun olmak.3141 - Çalışma Ekonomisi ve Endüstri İlişkileri8312 - Çalışma Ekonomisi4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe4503Aşağıdaki lisans programlarından birinden mezun olmak.3237 - Kamu Yönetimi3313 - Siyaset Bilimi3314 - Siyaset Bilimi ve Kamu Yönetimi7315(Bakınız Başvurma Özel Şartları Bölümü İcra Memuru),Yalova,1,,90.380,90.380
301018697,Sosyal Güvenlik Kurumu Başkanlığı ,İcra Memuru,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk4421Aşağıdaki lisans programlarından birinden mezun olmak.3159 - Ekonomi3213 - İktisat4386 - Uluslararası Ekonomi5106 - Ekonomi-Yönetim Bilimleri Programları8208 - İş İdaresi ve İktisat9113 - Ekonomi Politik ve Toplum Felsefesi9221 - Ekonomi ve İdari Bilimler / Ekonomi ve İdari Bilimler Programları4427Aşağıdaki lisans programlarından birinden mezun olmak.3158 - Ekonometri9359 - Finansal Ekonometri4429Aşağıdaki lisans programlarından birinden mezun olmak.3141 - Çalışma Ekonomisi ve Endüstri İlişkileri8312 - Çalışma Ekonomisi4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe4503Aşağıdaki lisans programlarından birinden mezun olmak.3237 - Kamu Yönetimi3313 - Siyaset Bilimi3314 - Siyaset Bilimi ve Kamu Yönetimi7315(Bakınız Başvurma Özel Şartları Bölümü İcra Memuru),İzmir,1,,90.327,90.327
301020671,Türkiye İlaç ve Tıbbi Cihaz Kurumu ,Kimyager,4559Aşağıdaki lisans programlarından birinden mezun olmak.3240 - Kimya4569Aşağıdaki lisans programlarından birinden mezun olmak.3132 - Biyokimya,Ankara,2,,90.297,90.994
301020559,Türkiye Elektrik İletim A.Ş. Genel Müdürlüğü ,Mühendis,4611Aşağıdaki lisans programlarından birinden mezun olmak.3160 - Elektrik Mühendisliği3162 - Elektrik ve Elektronik Mühendisliği / Elektrik-Elektronik Mühendisliği7247Tehlikeli Ve Çok Tehlikeli İşlerde Çalışmasına Engel Bir Durumu Bulunmamak7257Seyahate ve Arazide Çalışmaya Elverişli olmak.,Kırşehir,1,,90.284,90.284
301019719,Trabzon Üniversitesi ,Mühendis,4639Aşağıdaki lisans programlarından birinden mezun olmak.3252 - Makine Mühendisliği4314 - Makine ve İmalat Mühendisliği4315 - Makine ve Üretim Mühendisliği9441 - Makine ve Malzeme Mühendisliği,Trabzon,1,,90.244,90.244
301018326,M.S.B Akaryakıt İkmal ve Nato Pol Tesisleri İşletme Başkanlığı ,Mühendis,4611Aşağıdaki lisans programlarından birinden mezun olmak.3160 - Elektrik Mühendisliği3162 - Elektrik ve Elektronik Mühendisliği / Elektrik-Elektronik Mühendisliği,Balıkesir,1,,90.227,90.227
301016107,Develi Belediye Başkanlığı ,Mühendis,4669Aşağıdaki lisans programlarından birinden mezun olmak.3221 - İnşaat Mühendisliği,Kayseri,1,,90.225,90.225
301021042,Ulaştırma ve Altyapı Bakanlığı ,Mühendis,4561Aşağıdaki lisans programlarından birinden mezun olmak.4306 - Kimya ve Proses Mühendisliği6241 - Kimya Mühendisliği9192 - Kimya ve Süreç Mühendisliği9226 - Kimya Mühendisliği ve Uygulamalı Kimya,Ankara,1,,90.123,90.123
301019943,Türkiye Elektrik Dağıtım A.Ş. Genel Müdürlüğü ,Mühendis,4611Aşağıdaki lisans programlarından birinden mezun olmak.3160 - Elektrik Mühendisliği3162 - Elektrik ve Elektronik Mühendisliği / Elektrik-Elektronik Mühendisliği7257Seyahate ve Arazide Çalışmaya Elverişli olmak.,Kahramanmaraş,1,,90.071,90.071
301018718,Sosyal Güvenlik Kurumu Başkanlığı ,İcra Memuru,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk4421Aşağıdaki lisans programlarından birinden mezun olmak.3159 - Ekonomi3213 - İktisat4386 - Uluslararası Ekonomi5106 - Ekonomi-Yönetim Bilimleri Programları8208 - İş İdaresi ve İktisat9113 - Ekonomi Politik ve Toplum Felsefesi9221 - Ekonomi ve İdari Bilimler / Ekonomi ve İdari Bilimler Programları4427Aşağıdaki lisans programlarından birinden mezun olmak.3158 - Ekonometri9359 - Finansal Ekonometri4429Aşağıdaki lisans programlarından birinden mezun olmak.3141 - Çalışma Ekonomisi ve Endüstri İlişkileri8312 - Çalışma Ekonomisi4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe4503Aşağıdaki lisans programlarından birinden mezun olmak.3237 - Kamu Yönetimi3313 - Siyaset Bilimi3314 - Siyaset Bilimi ve Kamu Yönetimi7315(Bakınız Başvurma Özel Şartları Bölümü İcra Memuru),Kırklareli,1,,90.051,90.051
301018683,Sosyal Güvenlik Kurumu Başkanlığı ,İcra Memuru,4419Aşağıdaki lisans programlarından birinden mezun olmak.3209 - Hukuk4421Aşağıdaki lisans programlarından birinden mezun olmak.3159 - Ekonomi3213 - İktisat4386 - Uluslararası Ekonomi5106 - Ekonomi-Yönetim Bilimleri Programları8208 - İş İdaresi ve İktisat9113 - Ekonomi Politik ve Toplum Felsefesi9221 - Ekonomi ve İdari Bilimler / Ekonomi ve İdari Bilimler Programları4427Aşağıdaki lisans programlarından birinden mezun olmak.3158 - Ekonometri9359 - Finansal Ekonometri4429Aşağıdaki lisans programlarından birinden mezun olmak.3141 - Çalışma Ekonomisi ve Endüstri İlişkileri8312 - Çalışma Ekonomisi4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe4503Aşağıdaki lisans programlarından birinden mezun olmak.3237 - Kamu Yönetimi3313 - Siyaset Bilimi3314 - Siyaset Bilimi ve Kamu Yönetimi7315(Bakınız Başvurma Özel Şartları Bölümü İcra Memuru),İstanbul,3,,90.040,90.369
301020433,Türkiye Elektrik İletim A.Ş. Genel Müdürlüğü ,Mühendis,4611Aşağıdaki lisans programlarından birinden mezun olmak.3160 - Elektrik Mühendisliği3162 - Elektrik ve Elektronik Mühendisliği / Elektrik-Elektronik Mühendisliği7247Tehlikeli Ve Çok Tehlikeli İşlerde Çalışmasına Engel Bir Durumu Bulunmamak7257Seyahate ve Arazide Çalışmaya Elverişli olmak.,Eskişehir,1,,89.833,89.833
301020440,Türkiye Elektrik İletim A.Ş. Genel Müdürlüğü ,Mühendis,4611Aşağıdaki lisans programlarından birinden mezun olmak.3160 - Elektrik Mühendisliği3162 - Elektrik ve Elektronik Mühendisliği / Elektrik-Elektronik Mühendisliği7247Tehlikeli Ve Çok Tehlikeli İşlerde Çalışmasına Engel Bir Durumu Bulunmamak7257Seyahate ve Arazide Çalışmaya Elverişli olmak.,Gaziantep,1,,89.799,89.799
301020118,Türkiye Elektrik İletim A.Ş. Genel Müdürlüğü ,Memur,4421Aşağıdaki lisans programlarından birinden mezun olmak.3159 - Ekonomi3213 - İktisat4386 - Uluslararası Ekonomi5106 - Ekonomi-Yönetim Bilimleri Programları8208 - İş İdaresi ve İktisat9113 - Ekonomi Politik ve Toplum Felsefesi9221 - Ekonomi ve İdari Bilimler / Ekonomi ve İdari Bilimler Programları4427Aşağıdaki lisans programlarından birinden mezun olmak.3158 - Ekonometri9359 - Finansal Ekonometri4429Aşağıdaki lisans programlarından birinden mezun olmak.3141 - Çalışma Ekonomisi ve Endüstri İlişkileri8312 - Çalışma Ekonomisi4431Aşağıdaki lisans programlarından birinden mezun olmak.3226 - İşletme / İşletmecilik3227 - İşletme Bilgi Yönetimi3381 - Muhasebe ve Finansman5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi5143 - Yönetim Bilimleri / Yönetim Bilimleri Programları8207 - İş İdaresi8208 - İş İdaresi ve İktisat8296 - Yönetim ve Organizasyon8334 - Pazarlama9552 - İşletme-Maliye9584 - Yönetim Bilimleri ve Liderlik4453Aşağıdaki lisans programlarından birinden mezun olmak.3268 - Muhasebe3269 - Muhasebe Bilgi Sistemleri3381 - Muhasebe ve Finansman4322 - Muhasebe ve Maliye5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi9115 - Muhasebe ve Denetim9262 - Finans ve Muhasebe9308 - İşletme-Muhasebe ve Denetim4459Aşağıdaki lisans programlarından birinden mezun olmak.3254 - Maliye4322 - Muhasebe ve Maliye8225 - Maliye-Muhasebe4503Aşağıdaki lisans programlarından birinden mezun olmak.3237 - Kamu Yönetimi3313 - Siyaset Bilimi3314 - Siyaset Bilimi ve Kamu Yönetimi4507Aşağıdaki lisans programlarından birinden mezun olmak.3115 - Avrupa Birliği İlişkileri3313 - Siyaset Bilimi3315 - Siyaset Bilimi ve Uluslararası İlişkiler3352 - Uluslararası İlişkiler3353 - Uluslararası İlişkiler ve Avrupa Birliği4389 - Uluslararası İlişkiler ve Avrupa Çalışmaları5116 - Küresel ve Uluslararası İlişkiler / Küresel Siyaset ve Uluslararası İlişkiler5142 - Toplumsal ve Siyasal Bilimler9506 - Uluslararası İlişkiler ve Deniz Güvenliği9791 - Uluslararası Çalışmalar,Isparta,1,,89.765,89.765
301019152,T.C.Devlet Demiryolları İşletmesi Genel Müdürlüğü ,Mühendis,4639Aşağıdaki lisans programlarından birinden mezun olmak.3252 - Makine Mühendisliği4314 - Makine ve İmalat Mühendisliği4315 - Makine ve Üretim Mühendisliği9441 - Makine ve Malzeme Mühendisliği7257Seyahate ve Arazide Çalışmaya Elverişli olmak.7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7327(Bakınız Başvurma Özel Şartları Bölümü TCDD Genel Müdürlüğü).,Ankara,1,,89.708,89.708
301016499,Devlet Malzeme Ofisi Genel Müdürlüğü ,Mühendis,4577Aşağıdaki lisans programlarından birinden mezun olmak.3134 - Biyomedikal Mühendisliği9369 - Tıp Mühendisliği7364(Bakınız Başvurma Özel Şartları Bölümü Devlet Malzeme Ofisi Genel Müdürlüğü),Ankara,4,,89.704,91.610
301020496,Türkiye Elektrik İletim A.Ş. Genel Müdürlüğü ,Mühendis,4639Aşağıdaki lisans programlarından birinden mezun olmak.3252 - Makine Mühendisliği4314 - Makine ve İmalat Mühendisliği4315 - Makine ve Üretim Mühendisliği9441 - Makine ve Malzeme Mühendisliği7247Tehlikeli Ve Çok Tehlikeli İşlerde Çalışmasına Engel Bir Durumu Bulunmamak7257Seyahate ve Arazide Çalışmaya Elverişli olmak.,İstanbul,1,,89.611,89.611
301017003,Elektrik Üretim A.Ş. Genel Müdürlüğü ,Mühendis,4639Aşağıdaki lisans programlarından birinden mezun olmak.3252 - Makine Mühendisliği4314 - Makine ve İmalat Mühendisliği4315 - Makine ve Üretim Mühendisliği9441 - Makine ve Malzeme Mühendisliği,Tekirdağ,1,,89.536,89.536
